"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
1537,30,6,68,9656,2,2,4,4,1,5,1,18,3,3,1,3,2,2,1923,1970,2,1,1,1,3,1,4,2,1,2,1,4,7,0,7,0,678,678,1,5,1,4,832,0,0,832,0,0,1,0,2,1,5,5,8,1,3,6,1928,4,2,780,1,2,1,0,0,0,0,0,0,3,5,2,0,6,2010,10,1
1538,70,6,60,9600,2,1,4,4,1,1,1,18,3,3,1,5,8,9,1900,2003,2,1,13,15,3,1,3,3,1,5,5,4,7,0,7,0,930,930,2,5,1,4,930,636,0,1566,0,0,2,0,3,1,3,7,8,0,4,6,1930,4,1,288,5,6,3,54,228,246,0,0,0,3,5,2,0,4,2010,10,1
1539,70,6,50,9000,2,1,4,4,1,5,1,18,3,3,1,5,8,9,1890,2002,2,1,13,15,3,1,3,3,5,2,1,4,7,0,7,0,346,346,1,1,2,4,1157,1111,0,2268,0,0,3,0,3,1,3,7,8,0,4,6,2003,4,2,624,5,6,1,0,108,0,0,0,0,3,5,2,0,4,2010,10,5
1540,190,6,100,9045,2,2,4,4,1,5,1,18,3,3,2,5,5,3,1910,1950,2,1,8,9,3,1,4,2,1,5,5,3,7,0,7,0,840,840,3,2,1,2,1128,1128,0,2256,0,0,2,0,4,2,2,12,8,0,4,7,0,2,0,0,3,4,1,0,18,18,0,0,0,3,5,2,0,6,2010,10,1
1541,70,6,60,10560,2,2,4,4,1,5,1,18,3,3,1,5,6,7,1922,1994,2,1,13,15,3,1,4,5,2,2,5,4,6,283,7,0,455,738,1,1,2,4,868,602,0,1470,0,0,1,1,2,1,5,6,3,0,4,6,1970,4,2,624,5,6,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
1542,50,6,53,5830,2,2,4,4,1,1,1,4,2,2,1,1,5,6,1950,1997,2,1,8,9,3,1,4,3,2,5,5,4,6,788,7,0,200,988,1,1,2,4,1030,582,0,1612,0,0,1,1,3,1,5,7,8,0,4,6,1950,4,1,363,5,6,3,0,0,0,0,0,0,3,3,2,0,3,2010,10,5
1543,75,5,0,7793,2,2,1,1,1,1,1,4,3,3,1,4,7,7,1922,2005,2,1,13,15,3,1,4,5,1,3,5,4,2,474,7,0,634,1108,1,5,1,1,1160,908,0,2068,0,0,1,1,3,1,3,8,8,1,3,6,1928,4,1,315,5,6,3,0,0,60,0,0,0,3,5,2,0,5,2010,10,5
1544,30,6,50,5000,2,2,4,4,1,5,1,4,2,3,1,3,4,7,1925,1950,2,1,8,9,3,1,4,5,1,5,5,4,6,188,7,0,577,765,1,5,1,2,765,0,0,765,1,0,1,0,2,1,3,4,8,0,4,6,1926,4,1,200,1,6,2,135,0,41,0,0,0,3,3,2,0,4,2010,10,5
1545,50,6,50,6000,2,2,4,4,1,5,1,4,3,3,1,1,6,7,1939,1950,2,1,8,9,3,1,4,5,1,5,2,4,2,452,4,12,144,608,1,5,2,4,608,524,0,1132,1,0,1,0,2,1,5,5,8,0,4,6,1939,4,1,240,5,6,3,0,0,128,0,0,0,3,3,2,0,4,2010,10,1
1546,50,6,50,6000,2,2,4,4,1,5,1,4,3,3,1,1,6,6,1940,1950,2,1,8,9,3,1,4,3,2,5,5,4,4,264,7,0,308,572,1,1,2,1,848,348,0,1196,0,1,1,1,3,1,5,6,8,2,3,6,1973,4,2,576,5,6,3,0,0,0,0,0,0,3,5,2,0,3,2010,10,5
1547,50,6,53,6360,2,2,4,4,1,1,1,4,2,3,1,1,5,6,1942,1950,2,1,8,9,4,188,4,5,2,5,5,4,6,360,4,159,316,835,1,5,2,1,955,498,0,1453,0,0,1,1,3,1,3,7,4,2,2,6,1942,4,1,240,5,6,3,0,0,35,0,148,0,3,5,2,0,3,2010,10,5
1548,50,6,50,6000,2,2,4,4,1,5,1,4,3,3,1,1,6,7,1948,1950,2,1,13,15,3,1,4,5,2,5,5,4,6,300,7,0,480,780,1,5,2,4,780,636,0,1416,0,0,1,1,3,1,5,6,8,0,4,6,1948,4,1,312,5,6,2,221,0,48,0,0,0,3,5,2,0,3,2010,10,5
1549,50,6,52,6240,2,2,4,4,1,5,1,4,3,3,1,1,5,7,1936,1980,2,1,12,14,3,1,4,5,2,5,1,4,6,276,7,0,252,528,1,3,2,4,548,492,0,1040,0,0,1,0,2,1,5,5,8,0,4,6,1979,1,2,624,5,6,2,306,0,32,0,0,0,3,5,2,0,5,2010,10,5
1550,50,6,52,6240,2,2,4,4,1,5,1,4,3,3,1,1,5,5,1930,1950,2,1,8,9,3,1,4,5,1,5,5,4,4,448,7,0,480,928,1,5,2,2,928,608,0,1536,0,0,2,0,4,1,5,7,8,1,3,6,1930,4,2,480,5,6,3,0,10,0,0,0,0,3,3,2,0,3,2010,10,5
1551,30,6,51,6120,2,2,4,4,1,5,1,18,1,3,1,3,6,5,1923,1950,2,1,13,15,3,1,4,5,1,2,1,4,1,960,7,0,164,1124,1,5,2,4,1068,0,0,1068,1,0,1,0,2,1,5,5,8,1,3,6,1923,4,1,288,5,6,3,0,0,128,0,0,0,3,5,2,0,3,2010,10,5
1552,50,6,57,8094,2,1,4,4,1,5,1,18,3,3,1,1,4,5,1915,1950,2,1,8,9,3,1,4,2,2,5,5,4,7,0,7,0,888,888,1,1,2,4,888,1074,0,1962,0,0,1,1,4,1,5,9,8,1,6,6,1915,4,2,572,5,6,3,160,0,364,0,0,0,3,1,2,0,6,2010,10,5
1553,70,6,60,12900,2,1,4,4,1,5,1,18,3,3,1,5,6,8,1912,2009,2,1,13,15,3,1,3,3,3,5,5,4,7,0,7,0,780,780,1,1,2,4,780,780,0,1560,0,0,1,1,3,1,3,7,8,0,4,7,0,2,0,0,3,4,1,344,0,0,0,168,0,3,5,2,0,5,2010,10,5
1554,70,6,52,3068,2,1,4,4,1,5,1,18,3,3,1,5,6,8,1920,1993,2,1,12,14,3,1,4,3,1,5,5,4,7,0,7,0,662,662,1,1,2,4,662,662,0,1324,0,1,1,0,3,1,5,6,8,0,4,6,1920,4,1,180,5,6,3,0,0,112,0,0,0,3,1,2,0,2,2010,10,5
1555,20,5,100,15263,2,2,1,4,1,5,1,5,2,3,1,3,5,5,1959,1959,2,1,7,7,2,47,4,5,2,3,5,4,6,766,7,0,656,1422,1,3,2,4,1675,0,0,1675,0,0,2,0,3,1,5,8,8,2,3,2,1959,4,1,365,5,6,3,0,132,0,0,0,0,3,5,2,0,5,2010,10,5
1556,50,5,72,10632,2,2,1,4,1,5,1,5,3,3,1,1,5,3,1917,1950,2,1,13,15,3,1,4,5,1,3,1,4,7,0,7,0,689,689,1,3,1,4,725,499,0,1224,0,0,1,1,3,1,4,6,5,0,4,6,1917,4,1,180,1,2,1,0,0,248,0,0,0,3,5,2,0,1,2010,1,5
1557,190,5,60,9900,2,2,4,4,1,5,1,23,3,3,2,1,5,4,1915,1950,2,1,13,16,3,1,2,2,1,5,5,4,6,1026,7,0,186,1212,1,5,1,4,1212,180,0,1392,1,0,1,0,3,1,5,6,8,0,4,7,0,2,0,0,3,4,1,0,0,168,0,0,0,3,5,2,0,2,2010,3,5
1558,50,5,65,6001,2,2,1,1,1,5,2,23,3,3,1,1,6,5,1940,1950,2,1,12,14,3,1,4,5,2,2,5,4,4,368,7,0,232,600,1,1,1,4,600,319,0,919,0,0,1,0,3,1,5,5,8,0,4,6,1940,4,1,231,5,6,3,0,0,45,0,0,0,3,3,2,0,3,2010,10,5
1559,70,1,0,6449,2,2,1,4,1,5,1,23,3,3,1,5,4,1,1907,1950,3,1,13,13,3,1,4,5,2,5,5,4,6,73,7,0,634,707,2,5,1,4,942,942,0,1884,0,0,1,1,4,1,5,7,8,0,4,7,0,2,0,0,3,4,1,0,0,239,0,0,0,3,5,2,0,3,2010,10,1
1560,190,4,60,6048,2,2,4,4,1,1,1,23,1,3,2,1,5,7,1910,1950,2,1,13,15,3,1,4,3,1,5,5,3,4,736,7,0,120,856,1,3,2,4,936,744,0,1680,1,0,2,0,2,2,5,7,8,1,3,6,1910,4,2,450,5,2,2,56,144,0,0,0,0,3,5,2,0,6,2010,1,5
1561,90,5,72,10773,2,2,4,4,1,5,1,19,3,3,3,3,4,3,1967,1967,2,2,10,11,2,36,2,2,2,5,5,4,1,704,7,0,1128,1832,1,5,1,4,1832,0,0,1832,2,0,2,0,4,2,5,8,8,0,4,7,0,2,0,0,3,4,3,0,58,0,0,0,0,3,5,2,0,5,2010,10,5
1562,20,5,65,7800,2,2,4,4,1,5,1,19,3,3,1,3,5,7,1966,2008,4,1,7,7,2,21,4,5,2,5,5,3,2,240,6,474,150,864,1,1,2,4,892,0,0,892,1,0,1,0,3,1,3,5,8,0,4,6,1966,4,1,416,5,6,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
1563,20,5,65,7832,2,2,4,4,1,5,1,19,3,3,1,3,5,5,1968,1968,4,1,7,7,3,1,4,5,2,5,5,4,3,775,7,0,89,864,1,1,2,4,864,0,0,864,1,0,1,0,2,1,5,4,8,0,4,6,1969,4,1,280,5,6,3,226,0,0,0,0,0,3,5,2,0,5,2010,10,5
1564,90,5,0,7424,2,2,1,4,1,5,1,19,3,3,3,6,5,5,1978,1978,2,1,10,11,3,1,4,5,2,3,5,1,3,1319,7,0,0,1319,1,5,2,4,1373,0,0,1373,1,0,1,0,3,1,5,5,8,2,6,2,1978,1,2,591,5,6,3,0,0,0,0,0,0,3,5,2,0,5,2010,10,5
1565,60,5,86,11227,2,2,4,4,1,5,1,19,3,3,1,5,5,5,1968,1968,2,1,7,7,3,1,4,3,2,5,2,4,6,267,1,453,0,720,1,1,2,4,720,720,0,1440,0,0,1,1,4,1,5,7,8,2,6,2,1968,4,2,480,5,6,3,192,38,0,0,0,0,3,3,2,0,3,2010,10,5
1566,20,5,0,20062,2,2,1,3,1,5,2,5,3,3,1,3,7,7,1977,2001,4,1,13,15,3,1,3,3,2,3,5,2,1,1092,7,0,328,1420,1,3,2,4,1483,0,0,1483,1,0,1,1,1,1,5,4,8,2,6,2,1977,3,2,690,5,6,3,496,0,0,0,0,0,3,5,2,0,4,2010,10,5
1567,30,5,94,9259,2,2,4,4,1,1,1,19,2,3,1,3,4,4,1927,1950,2,1,13,15,3,1,4,5,1,2,5,4,7,0,7,0,660,660,1,5,1,4,756,0,0,756,0,0,1,0,2,1,5,4,8,0,4,6,1945,4,2,440,5,6,1,80,0,0,0,0,0,3,5,2,0,6,2010,10,5
1568,60,5,0,17082,2,2,1,3,1,2,2,5,3,3,1,5,6,5,1978,1992,2,1,12,14,2,179,4,5,3,3,5,1,1,964,7,0,153,1117,1,1,2,4,1117,864,0,1981,1,0,2,1,4,1,3,8,8,1,6,2,1978,1,2,522,5,6,3,336,104,0,0,0,0,3,5,2,0,5,2010,10,5
1569,50,5,124,18600,2,2,4,4,1,5,1,8,3,3,1,1,3,4,1938,1990,2,1,13,15,3,1,4,5,2,5,5,3,2,288,4,684,0,972,1,5,2,1,1052,558,0,1610,0,1,2,0,4,1,2,8,8,1,3,2,1938,3,1,480,5,6,3,0,0,60,0,0,0,3,5,4,450,6,2010,10,5
1570,20,5,65,11479,2,2,4,4,1,5,1,8,3,3,1,3,6,7,1950,1987,2,1,13,11,3,1,4,5,2,5,5,4,3,104,6,387,172,663,1,1,2,4,1074,0,0,1074,1,0,1,0,3,1,3,6,8,1,6,2,1987,4,1,467,5,6,3,0,52,52,0,0,0,3,3,2,0,6,2010,10,5
1571,50,5,50,9350,2,2,4,1,1,5,1,8,3,3,1,1,4,6,1947,1979,2,1,14,16,3,1,4,5,2,5,1,4,4,192,7,0,564,756,1,1,2,4,1169,0,362,1531,0,0,1,0,3,1,5,8,8,1,6,6,1947,4,1,209,1,6,3,0,0,0,0,0,0,3,3,2,0,6,2010,10,5
1572,20,5,75,9525,2,2,4,4,1,5,1,8,3,3,1,3,5,7,1954,1998,2,1,14,16,3,1,4,5,2,5,5,1,2,954,7,0,218,1172,1,5,2,4,1172,0,0,1172,1,0,1,0,3,1,5,5,8,0,4,2,1954,1,1,366,5,6,3,240,0,0,0,0,0,3,5,2,0,6,2010,10,5
1573,20,5,44,17485,2,2,2,4,1,5,1,8,3,3,1,3,7,5,2009,2010,2,1,12,14,4,51,3,5,3,3,5,2,3,1346,7,0,162,1508,1,1,2,4,1508,0,0,1508,1,0,1,0,1,1,3,5,8,2,6,2,2009,3,2,572,5,6,3,0,0,0,0,0,0,3,5,2,0,1,2010,2,6
1574,20,5,0,11200,2,2,1,4,1,2,1,8,3,3,1,3,5,3,1964,1964,2,1,13,15,3,1,4,2,2,5,5,3,7,0,7,0,1250,1250,1,1,2,4,1298,0,0,1298,0,0,2,0,3,1,5,5,8,0,4,6,1964,4,2,504,5,2,1,0,144,0,0,0,0,3,5,2,0,6,2010,1,5
1575,20,5,83,11980,2,2,4,3,1,5,2,20,3,3,1,3,7,5,1987,1987,2,1,10,11,2,106,3,5,2,3,5,2,3,1433,7,0,0,1433,1,1,2,4,1433,0,0,1433,1,0,1,1,1,1,3,4,8,2,6,2,1987,3,2,528,2,3,3,0,278,0,0,266,0,3,3,2,0,6,2010,10,5
1576,60,5,87,12361,2,2,1,4,1,2,1,20,3,3,1,5,6,7,1993,1993,2,1,12,14,2,42,3,3,3,3,5,4,3,860,7,0,86,946,1,1,2,4,964,838,0,1802,0,1,2,1,3,1,3,8,8,1,3,1,2000,3,4,1017,5,6,3,450,92,0,0,0,0,3,5,2,0,5,2010,10,5
1577,20,5,64,7360,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2010,2010,2,1,12,14,4,39,3,5,3,3,5,4,3,24,7,0,1198,1222,1,1,2,4,1222,0,0,1222,0,0,2,0,2,1,3,6,8,0,4,2,2009,3,2,615,5,6,3,0,54,0,0,0,0,3,5,2,0,3,2010,10,5
1578,50,5,82,14235,2,2,1,4,1,5,1,20,3,3,1,1,6,8,1900,1993,2,1,13,11,3,1,4,5,3,2,2,4,7,0,7,0,676,676,1,5,2,4,831,614,0,1445,0,0,2,0,3,1,5,6,8,0,4,6,1957,4,2,484,5,6,1,0,59,0,0,0,0,3,5,2,0,3,2010,10,5
1579,85,5,82,11105,2,2,4,4,1,1,1,6,3,3,1,6,5,5,1996,1996,2,1,12,14,3,1,4,3,3,3,1,1,3,870,7,0,0,870,1,3,2,4,965,0,0,965,1,0,1,0,2,1,5,4,8,0,4,2,1998,4,2,580,2,6,3,71,0,0,0,0,0,3,1,2,0,7,2010,10,5
1580,60,5,0,9337,2,2,1,4,1,5,1,6,3,3,1,5,7,5,1997,1998,2,1,12,14,3,1,4,5,3,3,5,4,1,353,7,0,525,878,1,1,2,4,892,800,0,1692,0,0,2,1,3,1,5,8,8,1,6,2,1997,3,2,513,5,6,3,0,39,0,0,0,0,3,5,2,0,4,2010,10,5
1581,20,5,38,15240,2,2,1,4,1,3,1,6,3,3,1,3,5,8,1977,2004,2,1,6,6,3,1,3,3,2,3,5,4,3,198,6,688,140,1026,1,1,2,4,1026,0,0,1026,1,0,1,1,3,1,5,5,8,0,4,2,1977,4,1,308,5,6,3,316,85,0,0,0,0,3,3,2,0,6,2010,10,5
1582,20,5,68,7480,2,2,4,4,1,5,1,6,3,3,1,3,5,6,1972,1972,2,1,13,15,3,1,4,5,2,5,5,1,1,480,7,0,396,876,1,5,2,4,876,0,0,876,1,0,1,0,3,1,5,5,8,0,4,6,1977,4,2,484,5,6,3,0,0,0,0,0,0,3,3,2,0,6,2010,10,5
1583,20,5,80,10389,2,2,4,4,1,5,1,6,3,3,1,3,8,5,2003,2003,4,1,6,6,2,196,3,5,3,3,5,4,3,1682,7,0,296,1978,1,1,2,4,1978,0,0,1978,1,0,2,1,3,1,3,8,8,1,3,2,2003,3,3,850,5,6,3,188,25,0,0,0,0,3,5,2,0,5,2010,10,5
1584,60,5,75,9375,2,2,4,4,1,5,1,6,3,3,1,5,7,5,1997,1997,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,1040,1040,1,1,2,4,1044,1054,0,2098,0,0,2,1,4,1,3,9,8,1,6,2,1997,1,2,621,5,6,3,331,38,0,0,0,0,3,5,2,0,4,2010,10,5
1585,120,6,0,4435,2,2,4,4,1,5,1,6,3,3,5,3,6,5,2003,2003,2,1,12,14,2,102,3,5,3,3,5,1,3,672,7,0,176,848,1,1,2,4,848,0,0,848,1,0,1,0,1,1,3,4,8,0,4,2,2003,1,2,420,5,6,3,140,0,0,0,0,0,3,5,2,0,4,2010,10,5
1586,30,5,67,8777,2,2,4,4,1,5,2,8,2,3,1,3,3,6,1945,2007,2,1,12,14,3,1,4,3,2,4,3,5,5,0,5,0,0,0,1,5,1,4,640,0,0,640,0,0,1,0,2,1,5,5,3,0,4,6,1945,4,1,240,5,6,1,0,0,0,0,0,0,3,5,2,0,4,2010,3,5
1587,20,5,68,8842,2,2,4,4,1,1,1,8,3,3,1,3,5,6,1954,1954,2,1,12,14,3,1,4,3,2,2,5,4,7,0,7,0,381,381,1,1,2,4,992,0,0,992,0,0,1,0,3,1,5,6,8,0,4,6,1954,4,1,319,5,6,3,60,0,56,0,0,0,3,3,2,0,1,2010,9,1
1588,20,5,60,10044,2,2,1,3,1,2,1,8,3,3,1,3,5,6,1968,1968,2,1,8,9,3,1,4,5,2,3,5,2,1,1070,7,0,126,1196,1,5,2,4,1196,0,0,1196,1,0,1,0,3,1,5,6,8,0,4,2,1968,3,1,336,5,6,3,257,0,168,0,0,0,3,3,2,0,6,2010,10,5
1589,50,5,89,11792,2,2,4,4,1,5,1,8,3,3,1,1,4,5,1948,1950,2,1,12,14,3,1,4,5,2,5,5,4,7,0,7,0,744,744,1,1,1,2,792,328,0,1120,0,0,1,0,2,1,2,5,8,0,4,6,1956,4,2,480,5,2,2,0,0,0,0,160,0,3,5,2,0,6,2010,10,1
1590,80,5,65,6305,2,2,4,4,1,5,1,8,3,3,1,7,6,6,1975,1975,2,1,10,11,3,1,4,5,2,5,5,1,1,528,7,0,480,1008,1,5,2,4,1096,0,0,1096,1,0,1,0,3,1,5,5,8,1,2,6,1975,4,1,352,5,6,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
1591,20,5,64,6410,2,2,4,2,1,5,1,8,3,3,1,3,4,5,1958,1958,4,1,14,16,3,1,4,5,2,5,5,4,7,0,7,0,960,960,1,1,2,4,960,0,0,960,0,0,1,0,3,1,5,5,8,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,3,2,0,5,2010,10,5
1592,30,5,67,4853,2,2,4,1,1,5,1,23,1,3,1,3,5,6,1924,1999,2,1,8,14,2,125,4,5,1,5,5,3,6,133,7,0,974,1107,1,2,1,1,1296,0,0,1296,0,0,2,0,2,1,2,5,8,1,3,6,1979,4,1,260,5,6,3,0,0,36,0,0,0,3,3,2,0,5,2010,10,5
1593,30,5,0,7890,2,2,4,4,1,1,1,23,3,3,1,3,6,6,1939,1950,2,1,13,15,3,1,4,5,2,5,5,4,6,238,7,0,618,856,1,5,2,4,856,0,0,856,1,0,1,0,2,1,5,4,8,1,3,6,1939,4,2,399,5,6,3,0,0,0,0,166,0,3,5,2,0,3,2010,10,5
1594,90,4,60,7200,2,3,4,4,1,5,1,23,3,3,3,5,4,6,1967,1967,1,2,10,5,3,1,4,5,4,4,3,5,5,0,5,0,0,0,1,5,2,4,862,1788,0,2650,0,0,3,0,6,2,5,10,4,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,5,4,500,2,2010,10,5
1595,50,5,51,9839,2,2,4,4,1,5,1,23,2,3,1,1,5,2,1931,1950,2,1,12,14,3,1,4,5,3,5,1,4,7,0,7,0,894,894,1,1,2,4,894,772,0,1666,1,0,1,0,3,1,5,7,8,1,3,7,0,2,0,0,3,4,1,0,156,0,0,0,0,3,5,2,0,5,2010,10,5
1596,50,5,78,10452,2,2,1,4,1,5,1,7,3,3,1,1,7,6,1941,1985,2,1,13,15,2,213,3,3,1,3,5,4,1,426,2,252,850,1528,1,1,2,4,1225,908,0,2133,1,0,1,1,4,1,5,8,8,2,6,2,1941,4,1,312,5,6,3,0,0,86,0,0,0,3,5,2,0,7,2010,10,5
1597,90,5,78,15600,2,2,4,4,1,5,1,7,3,3,3,5,5,6,1950,1991,2,1,12,14,2,233,4,3,2,5,5,4,1,375,7,0,657,1032,1,1,2,4,1102,1075,0,2177,0,0,2,1,5,2,5,11,8,0,4,6,1950,4,2,484,5,6,3,0,0,0,0,0,0,3,5,2,0,3,2010,10,5
1598,80,5,85,19645,2,2,1,4,1,3,1,7,3,3,1,7,7,6,1994,2007,2,1,12,14,2,19,4,5,3,3,5,4,3,343,7,0,80,423,1,1,2,4,896,756,0,1652,1,0,2,1,3,1,3,6,8,0,4,4,1994,3,2,473,5,6,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
1599,120,6,35,3907,2,2,1,2,1,5,2,2,3,3,5,3,8,6,1989,1989,2,1,7,7,3,1,3,5,2,3,5,2,3,747,7,0,235,982,1,3,2,4,1034,0,0,1034,1,0,1,0,1,1,3,4,8,1,6,2,1989,1,2,598,5,6,3,141,36,0,0,0,0,3,5,2,0,4,2010,10,5
1600,120,6,35,3907,2,2,1,2,1,5,2,2,3,3,5,3,8,5,1989,1989,2,1,7,7,3,1,3,5,2,3,5,1,3,76,7,0,1115,1191,1,3,2,4,1191,0,0,1191,0,0,2,0,2,1,3,5,8,1,6,2,1989,4,2,531,5,6,3,112,81,0,0,0,0,3,5,2,0,3,2010,10,5
1601,30,6,58,8154,2,2,4,4,1,5,1,10,3,3,1,3,2,5,1941,1950,2,1,13,15,3,1,4,5,1,5,5,4,2,480,7,0,0,480,1,5,2,4,540,0,0,540,0,0,1,0,1,1,5,4,8,0,4,6,1951,4,1,200,1,2,1,0,0,0,0,0,0,3,5,2,0,4,2010,5,5
1602,50,6,50,9140,2,2,4,2,1,5,1,10,3,3,1,1,6,5,1921,1975,2,1,13,15,3,1,4,5,1,5,5,3,2,308,7,0,321,629,1,2,2,4,727,380,0,1107,0,0,1,0,2,1,5,5,8,0,4,6,1950,4,1,625,5,6,3,0,56,0,0,200,0,3,3,2,0,4,2010,1,5
1603,30,1,66,8712,1,2,4,4,1,1,1,10,3,3,1,3,4,7,1896,1950,4,1,13,15,3,1,2,2,2,5,5,4,7,0,7,0,756,756,1,3,2,4,952,0,0,952,0,0,1,0,3,1,5,5,8,0,4,6,1896,3,1,330,5,6,1,0,0,265,0,0,0,3,5,2,0,6,2010,10,3
1604,120,6,44,3811,2,2,1,2,1,1,2,7,1,3,5,3,8,5,2004,2005,4,1,6,6,4,112,3,5,3,1,5,2,3,1373,7,0,221,1594,1,1,2,4,1646,0,0,1646,1,1,2,0,2,1,3,5,8,1,3,2,2004,1,2,525,5,6,3,128,53,0,0,155,0,3,5,2,0,5,2010,10,5
1605,60,5,85,11050,2,2,4,4,1,5,1,12,3,3,1,5,8,5,1998,1999,2,1,12,14,3,1,3,5,3,3,5,4,3,615,7,0,434,1049,1,1,2,4,1036,880,0,1916,1,0,2,1,3,1,3,8,8,1,6,2,1998,4,3,741,5,6,3,0,70,0,0,0,0,3,5,2,0,5,2010,10,5
1606,80,5,74,9620,2,2,4,4,1,5,1,12,3,3,1,7,6,7,1977,1977,2,1,10,11,3,1,4,5,2,5,5,4,1,679,7,0,564,1243,1,5,2,4,1285,0,0,1285,0,1,2,0,3,1,3,6,8,1,2,2,1977,4,2,473,5,6,3,375,26,0,0,0,0,3,1,4,80,5,2010,10,5
1607,90,5,0,12760,2,2,1,4,1,5,1,12,3,3,3,3,6,5,1976,1976,2,1,10,11,3,1,4,5,2,5,5,4,7,0,7,0,1958,1958,1,5,2,4,2048,0,0,2048,0,0,3,0,5,2,5,9,8,0,4,1,1976,4,2,776,5,6,3,0,0,0,0,0,0,3,5,2,0,3,2010,3,5
1608,20,5,88,11896,2,2,1,4,1,1,1,24,3,3,1,3,7,5,2008,2008,2,1,12,14,4,29,3,5,3,3,5,4,3,78,7,0,1258,1336,1,1,2,4,1346,0,0,1346,1,0,2,0,3,1,3,6,8,1,6,2,2008,1,3,660,5,6,3,100,48,0,0,0,0,3,5,2,0,5,2010,10,5
1609,20,5,73,9803,2,2,4,4,1,5,1,24,3,3,1,3,7,5,2009,2010,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,1214,1214,1,1,2,4,1214,0,0,1214,0,0,2,0,2,1,3,6,8,0,4,2,2010,3,2,520,5,6,3,0,25,0,0,0,0,3,5,2,0,1,2010,7,6
1610,60,5,73,9802,2,2,4,4,1,5,1,24,3,3,1,5,5,5,2006,2007,2,1,12,14,3,1,4,5,3,3,5,4,7,0,7,0,384,384,1,3,2,4,744,700,0,1444,0,0,2,1,3,1,5,7,8,0,4,4,2007,1,2,400,5,6,3,100,0,0,0,0,0,3,5,2,0,4,2010,10,5
1611,20,5,85,15300,2,2,4,1,1,5,1,12,3,3,1,3,5,5,1965,1977,4,1,10,7,3,1,4,5,2,5,5,4,6,42,7,0,1026,1068,1,5,2,4,1264,0,0,1264,1,0,1,0,2,1,5,7,8,1,6,2,1965,4,2,528,5,6,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
1612,20,5,93,10114,2,2,4,4,1,5,1,12,3,3,1,3,5,5,2004,2005,2,1,12,14,3,1,4,5,3,1,5,1,7,0,7,0,1430,1430,1,1,2,4,1430,0,0,1430,0,0,2,0,3,1,3,7,8,0,4,2,2004,3,2,624,5,6,3,0,0,0,0,0,0,3,5,2,0,3,2010,10,5
1613,20,5,0,11875,2,2,4,4,1,5,1,12,3,3,1,3,5,5,1999,1999,2,1,12,14,3,1,4,5,3,3,5,4,7,0,7,0,1344,1344,1,1,2,4,1344,0,0,1344,0,0,2,0,3,1,5,7,8,1,3,2,2001,4,2,686,5,6,3,328,0,0,0,0,0,3,5,2,0,6,2010,10,5
1614,120,6,31,2394,2,2,4,3,1,5,2,11,3,3,4,3,5,6,1973,1973,2,1,6,6,3,1,4,5,2,3,5,2,3,915,7,0,30,945,1,1,2,4,945,0,0,945,1,1,1,0,2,1,5,5,8,1,5,2,1973,3,1,253,5,6,3,174,0,56,0,108,0,3,5,2,0,5,2010,10,5
1615,160,6,21,1476,2,2,4,4,1,5,1,11,3,3,4,5,4,7,1970,1970,2,1,6,6,3,1,4,5,2,5,5,4,3,176,7,0,370,546,1,1,2,4,546,546,0,1092,0,0,1,1,3,1,5,5,8,0,4,7,0,2,0,0,3,4,3,200,26,0,0,0,0,3,5,2,0,3,2010,10,5
1616,160,6,21,1900,2,2,4,4,1,5,1,11,3,3,5,5,4,4,1970,1970,2,1,6,6,3,1,4,5,2,5,5,4,7,0,7,0,546,546,1,1,2,4,546,546,0,1092,0,0,1,1,3,1,5,5,8,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,5,2,0,6,2010,10,5
